

run#	sample	total#pairs	QCed#	%stitched	Unique#	%stitched	RefGenomeFiltered#	%unique	acyrthosiphon pisum virus	adenoviridae	alphaflexiviridae	anelloviridae	ascoviridae	asfarviridae	astroviridae	baculoviridae	begomovirus-associated alphasatellites	betaflexiviridae	caliciviridae	caulimoviridae	circoviridae	circular single stranded rna satellites	closteroviridae	dicistroviridae	dsdna viruses	environmental samples	geminiviridae	gemycircularvirus group	haloviruses	husa-like virus ks-2016a	hytrosaviridae	iflaviridae	iridoviridae	luteoviridae	marseilleviridae	mimiviridae	nodaviridae	partitiviridae	parvoviridae	permutotetraviridae	phycodnaviridae	picobirnaviridae	picornavirales	picornaviridae	pithovirus	polyomaviridae	potyviridae	poxviridae	reoviridae	retroviridae	secoviridae	single stranded dna satellites	smacovirusgroup	sobemovirus	southern bean mosaic virus	ssdna viruses	ssrna negative-strand viruses	ssrna positive-strand viruses	ssrna viruses	totiviridae	virgaviridae	viruses	
MiSeq_175	I2436_24_LNS_67_Project590_TNA_Manary_GCE_Pediatric_Stool_24_LNS_67_endstudy1_NA0000421395	918392	 533194	  39.98	101753	   7.63	98718	  97.02	0	386	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	50	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	
MiSeq_175	I2437_28_LNS_78_Project590_TNA_Manary_GCE_Pediatric_Stool_28_LNS_78_initial_NA0000421651	559159	 461296	  60.31	119373	  15.61	118666	  99.41	0	21	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	35	0	9175	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	
MiSeq_175	I2438_37_LNS_107_Project590_TNA_Manary_GCE_Pediatric_Stool_37_LNS_107_initial_NA0000435761	804042	 426097	  42.39	92446	   9.20	86692	  93.78	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
MiSeq_175	I2439_41_LNS_111_Project590_TNA_Manary_GCE_Pediatric_Stool_41_LNS_111_midstudy_NA0000489254	756893	 350939	  41.97	125341	  14.99	119600	  95.42	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	
MiSeq_175	I2440_39_LNS_107_Project590_TNA_Manary_GCE_Pediatric_Stool_39_LNS_107_endstudy1_NA0000422954	401525	 433847	  78.13	121909	  21.95	121608	  99.75	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	4	0	0	0	0	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	
MiSeq_175	I2441_42_LNS_111_Project590_TNA_Manary_GCE_Pediatric_Stool_42_LNS_111_endstudy1_NA0000420584	618468	 606455	  65.73	154452	  16.74	151593	  98.15	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	65	0	3	0	0	19	0	2255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	
MiSeq_175	I2442_26_LNS_68_Project590_TNA_Manary_GCE_Pediatric_Stool_26_LNS_68_midstudy_NA0000487637	669675	 491091	  45.26	122194	  11.26	107247	  87.77	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	52	0	10	0	0	0	0	927	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	190	
MiSeq_175	I2443_38_LNS_107_Project590_TNA_Manary_GCE_Pediatric_Stool_38_LNS_107_midstudy_NA0000489441	473536	 345885	  58.20	138404	  23.29	132267	  95.57	0	3227	4	0	0	0	1	0	0	314	0	0	0	0	32	0	0	13	0	0	0	0	0	0	0	0	0	3	17	0	1	0	1	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	
MiSeq_175	I2444_35_LNS_105_Project590_TNA_Manary_GCE_Pediatric_Stool_35_LNS_105_midstudy_NA0000489842	1070911	 971650	  78.05	654863	  52.60	645117	  98.51	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	1	0	1	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
MiSeq_175	I2445_30_LNS_78_Project590_TNA_Manary_GCE_Pediatric_Stool_30_LNS_78_endstudy1_NA0000418658	625084	 436681	  41.15	117658	  11.09	110284	  93.73	0	15	0	184	0	0	162	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	34	0	4	0	0	0	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	2	
MiSeq_175	I2446_36_LNS_105_Project590_TNA_Manary_GCE_Pediatric_Stool_36_LNS_105_endstudy1_NA0000426758	688355	 743853	  87.86	635996	  75.12	626928	  98.57	0	3	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
MiSeq_175	I2447_33_LNS_89_Project590_TNA_Manary_GCE_Pediatric_Stool_33_LNS_89_endstudy1_NA0000421946	597176	 440670	  59.75	231737	  31.42	200291	  86.43	0	5	0	31	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	26	0	3	0	0	1	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	46	
MiSeq_175	I2448_40_LNS_111_Project590_TNA_Manary_GCE_Pediatric_Stool_40_LNS_111_initial_NA0000435746	767680	 474843	  46.62	74303	   7.30	73411	  98.80	0	168	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	26	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	
MiSeq_175	I2449_25_LNS_68_Project590_TNA_Manary_GCE_Pediatric_Stool_25_LNS_68_initial_NA0000421648	580011	 660200	  65.32	229776	  22.73	226736	  98.68	0	0	0	5	0	0	0	0	0	132	2	0	48	0	2	0	0	11	4	0	0	0	0	0	0	2	0	1	20	0	5	0	0	1044	0	101	0	0	0	0	0	0	131	0	0	10	0	8	0	0	0	0	0	317	
MiSeq_175	I2450_27_LNS_68_Project590_TNA_Manary_GCE_Pediatric_Stool_27_LNS_68_endstudy1_NA0000421950	758844	 900166	  66.20	284853	  20.95	280237	  98.38	0	126	0	3	0	0	3	0	0	0	0	0	923	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	62	0	5	0	0	0	0	1107	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	62	
MiSeq_175	I2451_32_LNS_89_Project590_TNA_Manary_GCE_Pediatric_Stool_32_LNS_89_midstudy_NA0000441989	848983	 973863	  82.35	653088	  55.22	640720	  98.11	0	1	0	93	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	28	0	8	0	13	0	0	1516	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	4	
MiSeq_175	I2452_34_LNS_105_Project590_TNA_Manary_GCE_Pediatric_Stool_34_LNS_105_initial_NA0000419921	742741	 375188	  29.54	125645	   9.89	85757	  68.25	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	
MiSeq_175	I2453_23_LNS_67_Project590_TNA_Manary_GCE_Pediatric_Stool_23_LNS_67_midstudy_NA0000495266	616695	 440026	  41.11	100409	   9.38	29083	  28.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	4	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	114	
MiSeq_176	I2455_43_LNS_135_Project590_stool_Manary_GCE_Pediatric_Stool_43_LNS_135_initial_NA0000440155	654624	 403888	  35.42	72323	   6.34	72112	  99.71	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	
MiSeq_176	I2456_50_LNS_171_Project590_stool_Manary_GCE_Pediatric_Stool_50_LNS_171_midstudy_NA0000489386	433965	 455261	  72.89	219994	  35.22	208292	  94.68	0	520	0	12	0	0	0	0	0	21	0	0	0	0	1	6	0	2	0	0	0	0	0	1	0	0	0	0	49	0	36	0	4	28	0	10	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	
MiSeq_176	I2457_52_LNS_177_Project590_stool_Manary_GCE_Pediatric_Stool_52_LNS_177_initial_NA0000421817	360275	 299297	  54.53	70686	  12.88	62866	  88.94	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	28	0	15	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	13	
MiSeq_176	I2458_55_LNS_203_Project590_stool_Manary_GCE_Pediatric_Stool_55_LNS_203_initial_NA0000425732	370721	 473349	  96.00	414200	  84.00	406136	  98.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	17	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	17	
MiSeq_176	I2459_60_LNS_204_Project590_stool_Manary_GCE_Pediatric_Stool_60_LNS_204_endstudy1_NA0000436987	588548	 603910	  75.46	389973	  48.73	357648	  91.71	0	1	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	44	0	1	0	2	2	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	
MiSeq_176	I2460_49_LNS_171_Project590_stool_Manary_GCE_Pediatric_Stool_49_LNS_171_initial_NA0000419884	495831	 304086	  35.93	74993	   8.86	72826	  97.11	0	0	0	20	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	3	0	0	0	1	1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	
MiSeq_176	I2461_62_LNS_205_Project590_stool_Manary_GCE_Pediatric_Stool_62_LNS_205_midstudy_NA0000441999	507053	 575239	  88.76	422138	  65.14	417742	  98.96	1	2	0	0	0	0	49	0	0	1	0	0	2	0	0	1	1	3	0	0	0	4	0	0	0	0	0	0	115	0	10	1	3	0	67	121	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	15152	15	
MiSeq_176	I2462_54_LNS_177_Project590_stool_Manary_GCE_Pediatric_Stool_54_LNS_177_endstudy1_NA0000419247	477078	 581306	  78.75	264630	  35.85	259518	  98.07	0	202	0	35	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	20	
MiSeq_176	I2463_46_LNS_170_Project590_stool_Manary_GCE_Pediatric_Stool_46_LNS_170_initial_NA0000420269	264544	 254522	  50.48	65204	  12.93	64329	  98.66	0	1	0	10	0	0	0	0	0	0	0	0	166	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	10	
MiSeq_176	I2464_53_LNS_177_Project590_stool_Manary_GCE_Pediatric_Stool_53_LNS_177_midstudy_NA0000496462	467836	 579651	  92.41	377194	  60.13	372777	  98.83	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	1	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	146	
MiSeq_176	I2465_44_LNS_135_Project590_stool_Manary_GCE_Pediatric_Stool_44_LNS_135_midstudy_NA0000497472	476100	 463715	  57.04	118674	  14.60	115828	  97.60	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	0	0	0	1	0	0	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	
MiSeq_176	I2466_48_LNS_170_Project590_stool_Manary_GCE_Pediatric_Stool_48_LNS_170_endstudy1_NA0000422918	426918	 260579	  35.03	64600	   8.68	2506	   3.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	1	
MiSeq_176	I2467_57_LNS_203_Project590_stool_Manary_GCE_Pediatric_Stool_57_LNS_203_endstudy1_NA0000419561	546804	 598816	  89.73	501254	  75.11	494990	  98.75	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	45	0	0	0	1	16	285	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	28	6	
MiSeq_176	I2468_56_LNS_203_Project590_stool_Manary_GCE_Pediatric_Stool_56_LNS_203_midstudy_NA0000491667	527916	 522340	  74.87	299338	  42.90	279580	  93.40	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	65	
MiSeq_176	I2469_51_LNS_171_Project590_stool_Manary_GCE_Pediatric_Stool_51_LNS_171_endstudy1_NA0000419577	601603	 802015	  91.69	655777	  74.97	648773	  98.93	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	9	
MiSeq_176	I2470_59_LNS_204_Project590_stool_Manary_GCE_Pediatric_Stool_59_LNS_204_midstudy_NA0000496750	596451	 657341	  90.39	516777	  71.06	508872	  98.47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	32	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	703	
MiSeq_176	I2471_61_LNS_205_Project590_stool_Manary_GCE_Pediatric_Stool_61_LNS_205_initial_NA0000420319	594281	 676247	  81.08	448363	  53.75	427674	  95.39	0	28	0	15	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	37	0	1	0	0	4	0	25	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	15	8	
MiSeq_176	I2472_45_LNS_135_Project590_stool_Manary_GCE_Pediatric_Stool_45_LNS_135_endstudy1_NA0000436551	682069	 718135	  90.74	552062	  69.76	546484	  98.99	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	29	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	
MiSeq_176	I2473_58_LNS_204_Project590_stool_Manary_GCE_Pediatric_Stool_58_LNS_204_initial_NA0000428569	347982	 367458	  60.76	77379	  12.80	76580	  98.97	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	27	
MiSeq_176	I2474_63_LNS_205_Project590_stool_Manary_GCE_Pediatric_Stool_63_LNS_205_endstudy1_NA0000426287	585450	 659641	  80.48	294062	  35.88	285857	  97.21	0	42	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	30	0	2	0	6	0	268	393	0	0	0	0	0	0	29	0	0	39	0	0	0	0	6	0	24	1268	
MiSeq_176	I2475_47_LNS_170_Project590_stool_Manary_GCE_Pediatric_Stool_47_LNS_170_midstudy_NA0000492951	523335	 671408	  87.81	131411	  17.19	130753	  99.50	0	0	0	5	0	0	160	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	116363	0	
MiSeq_223	I3573_64_LNS_208_Project590_stool_Manary_GCE_Pediatric_Stool_64_LNS_208_initial_NA0000418709	555744	 576153	  78.19	340953	  46.27	334133	  98.00	0	59	2	7	0	0	0	0	0	124	0	0	0	0	19	0	0	7	1	0	0	0	0	0	0	2	3	0	3	0	0	0	1	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	
MiSeq_223	I3574_65_LNS_208_Project590_stool_Manary_GCE_Pediatric_Stool_65_LNS_208_midstudy_NA0000497461	387223	 603263	  93.17	485291	  74.95	481832	  99.29	0	2	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	125	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3363	22	
